state_code,state,city,latitude,longitude
IN.41,Ladakh,Thang,34.9274,76.79336
IN.12,Jammu and Kashmir,Pūnch,33.77033,74.09254
IN.25,Tamil Nadu,Kilakarai,9.23183,78.78545
IN.20,Nagaland,Zunheboto,25.96667,94.51667
IN.30,Arunachal Pradesh,Ziro,27.59497,93.83854
IN.36,Uttar Pradesh,Zamānia,25.41961,83.55786
IN.36,Uttar Pradesh,Zaidpur,26.83093,81.32929
IN.40,Telangana,Zahirābād,17.68138,77.60743
IN.36,Uttar Pradesh,Zafarābād,25.69867,82.73354
IN.11,Himachal Pradesh,Yol,32.16423,76.19622
IN.25,Tamil Nadu,Yercaud,11.77599,78.20927
IN.16,Maharashtra,Yeola,20.0424,74.48944
IN.40,Telangana,Yellāreddi,18.19433,78.01777
IN.19,Karnataka,Yellāpur,14.9637,74.70929
IN.40,Telangana,Yellandu,17.59064,80.32146
IN.19,Karnataka,Yelbarga,15.61545,76.01184
IN.19,Karnataka,Yelandūr,12.04629,77.03034
IN.19,Karnataka,Yelahanka,13.10073,77.59632
IN.12,Jammu and Kashmir,Yechagām,33.98734,74.75166
IN.16,Maharashtra,Yavatmāl,20.39324,78.13201
IN.16,Maharashtra,Yāval,21.16772,75.69762
IN.02,Andhra Pradesh,Yārāda,17.65872,83.27419
IN.02,Andhra Pradesh,Yanam,16.73308,82.21364
IN.10,Haryana,Yamuna Nagar,30.12796,77.28371
IN.17,Manipur,Yairipok,24.67792,94.04767
IN.19,Karnataka,Yadgir,16.77007,77.13755
IN.33,Goa,Xeldem,15.25,74.08333
IN.20,Nagaland,Wokha,26.09717,94.25817
IN.24,Rajasthan,Weir,27.0186,77.17636
IN.25,Tamil Nadu,Wellington,11.36552,76.78442
IN.36,Uttar Pradesh,Wazīrganj,28.21145,79.05665
IN.16,Maharashtra,Wāshīm,20.11128,77.133
IN.16,Maharashtra,Warud,21.47101,78.26965
IN.16,Maharashtra,Warora,20.22885,79.00277
IN.34,Bihar,Wāris Alīganj,25.0172,85.64047
IN.16,Maharashtra,Wardha,20.73933,78.59784
IN.35,Madhya Pradesh,Wārāseonī,21.76184,80.04301
IN.40,Telangana,Warangal,18.0,79.58333
IN.40,Telangana,Wanparti,16.36738,78.06889
IN.09,Gujarat,Wānkāner,22.61198,70.94379
IN.16,Maharashtra,Wani,20.05507,78.95313
IN.17,Manipur,Wāngjing,24.58921,94.06386
IN.16,Maharashtra,Waluj Buzurg,19.79632,75.22648
IN.25,Tamil Nadu,Walajapet,12.9251,79.36626
IN.25,Tamil Nadu,Wālājābād,12.79041,79.82358
IN.16,Maharashtra,Wai,17.95276,73.89058
IN.09,Gujarat,Waghāi,20.77048,73.50074
IN.19,Karnataka,Wādi,17.05183,76.99048
IN.16,Maharashtra,Wadgaon,18.7392,73.63945
IN.16,Maharashtra,Wadgaon,16.83553,74.31338
IN.13,Kerala,Vypīn,9.96667,76.25
IN.09,Gujarat,Vyāra,21.11079,73.39365
IN.02,Andhra Pradesh,Vuyyūru,16.36307,80.84406
IN.36,Uttar Pradesh,Vrindāvan,27.58105,77.69662
IN.25,Tamil Nadu,Vriddhāchalam,11.5183,79.32411
IN.16,Maharashtra,Vovale,18.97567,73.06339
IN.02,Andhra Pradesh,Vizianagaram,18.11692,83.41148
IN.19,Karnataka,Vittal,12.76325,75.09896
IN.16,Maharashtra,Vite,17.27343,74.53792
IN.09,Gujarat,Visnagar,23.69855,72.5521
IN.25,Tamil Nadu,Vishāram,12.91808,79.27756
IN.02,Andhra Pradesh,Visakhapatnam,17.68009,83.20161
IN.09,Gujarat,Vīsāvadar,21.33954,70.74966
IN.25,Tamil Nadu,Virudunagar,9.58509,77.95787
IN.09,Gujarat,Virpur,23.1892,73.47987
IN.25,Tamil Nadu,Virinchīpuram,12.92343,79.02186
IN.25,Tamil Nadu,Vadakku Viravanallur,8.69786,77.51916
IN.19,Karnataka,Virajpet,12.19644,75.80512
IN.16,Maharashtra,Virār,19.45591,72.81136
IN.09,Gujarat,Viramgām,23.12564,72.05014
IN.25,Tamil Nadu,Virālimalai,10.60226,78.54711
IN.25,Tamil Nadu,Vīraganūr,11.47613,78.73553
IN.02,Andhra Pradesh,Vinukonda,16.0531,79.73964
IN.09,Gujarat,Vinchia,22.21027,71.37967
IN.25,Tamil Nadu,Villupuram,11.93975,79.49244
IN.22,Puducherry,Villianur,11.91393,79.75568
IN.25,Tamil Nadu,Vilattikulam,9.13227,78.16635
IN.25,Tamil Nadu,Vikravāndi,12.0369,79.54595
IN.25,Tamil Nadu,Vikramasingapuram,8.71477,77.39032
IN.40,Telangana,Vikārābād,17.3381,77.90441
IN.02,Andhra Pradesh,Vijayawada,16.50745,80.6466
IN.25,Tamil Nadu,Vijayapuri,11.2453,77.50066
IN.09,Gujarat,Vijayanagar,23.9975,73.28553
IN.09,Gujarat,Vijāpur,23.5623,72.74848
IN.35,Madhya Pradesh,Vidisha,23.52604,77.81092
IN.13,Kerala,Vettūr,8.71742,76.72582
IN.25,Tamil Nadu,Vettavalam,12.10769,79.24516
IN.25,Tamil Nadu,Vettaikkaranpudur,10.56207,76.91305
IN.02,Andhra Pradesh,Vetapālem,15.78502,80.30663
IN.33,Goa,Verna,15.35479,73.92454
IN.09,Gujarat,Verāval,20.9077,70.36786
IN.02,Andhra Pradesh,Vepagunta,17.77844,83.21577
IN.02,Andhra Pradesh,Venkatagiri,13.96005,79.58032
IN.16,Maharashtra,Vengurla,15.86125,73.63182
IN.40,Telangana,Vemalwāda,18.46523,78.86894
IN.25,Tamil Nadu,Velur,11.10825,78.00113
IN.25,Tamil Nadu,Vellore,12.9184,79.13255
IN.25,Tamil Nadu,Vellakkovil,10.94627,77.71242
IN.25,Tamil Nadu,Velankanni,10.68333,79.83333
IN.09,Gujarat,Vejalpur,22.69021,73.56299
IN.25,Tamil Nadu,Vedasandūr,10.53102,77.95019
IN.25,Tamil Nadu,Vedaraniyam,10.37208,79.85095
IN.13,Kerala,Vayalār,9.71158,76.33888
IN.09,Gujarat,Vāv,24.36459,71.51203
IN.25,Tamil Nadu,Vattalkundu,10.16069,77.75883
IN.25,Tamil Nadu,Vāsudevanallūr,9.24171,77.41177
IN.16,Maharashtra,Vasind,19.40844,73.26285
IN.33,Goa,Vasco da Gama,15.39585,73.81568
IN.09,Gujarat,Vaso,22.66079,72.75519
IN.09,Gujarat,Vartej,21.73947,72.06553
IN.16,Maharashtra,Varsoli,18.66646,72.86923
IN.13,Kerala,Varkala,8.7333,76.7167
IN.33,Goa,Varca,15.23237,73.94311
IN.16,Maharashtra,Varangaon,21.01767,75.91042
IN.36,Uttar Pradesh,Varanasi,25.31668,83.01041
IN.09,Gujarat,Vanthli,21.4774,70.33115
IN.09,Gujarat,Vānsada,20.75817,73.36389
IN.25,Tamil Nadu,Vaniyambadi,12.68162,78.62014
IN.25,Tamil Nadu,Vandavāsi,12.50429,79.60556
IN.25,Tamil Nadu,Vandalūr,12.8924,80.08079
IN.09,Gujarat,Valsād,20.61013,72.93428
IN.33,Goa,Valpoi,15.53239,74.13671
IN.25,Tamil Nadu,Valparai,10.32691,76.95116
IN.25,Tamil Nadu,Vallam,10.71988,79.05981
IN.09,Gujarat,Vallabh Vidyanagar,22.53333,72.9
IN.09,Gujarat,Vālia,21.57076,73.16019
IN.25,Tamil Nadu,Valavanur,11.92094,79.58239
IN.13,Kerala,Azhikkal,11.94043,75.30512
IN.25,Tamil Nadu,Valangaiman,10.89012,79.39322
IN.09,Gujarat,Valabhīpur,21.88868,71.87935
IN.25,Tamil Nadu,Vaithīsvarankoil,11.19583,79.70736
IN.13,Kerala,Vaikam,9.74858,76.39637
IN.16,Maharashtra,Vaijāpur,19.92672,74.7275
IN.16,Maharashtra,Vagholi,18.5823,73.98301
IN.09,Gujarat,Vāghodia,22.30505,73.40016
IN.09,Gujarat,Vadodara,22.29941,73.20812
IN.09,Gujarat,Vadnagar,23.78593,72.63893
IN.02,Andhra Pradesh,Vadlapūdi,14.31119,79.8043
IN.25,Tamil Nadu,Vadipatti,10.08481,77.96113
IN.09,Gujarat,Vādāsinor,22.95677,73.33505
IN.25,Tamil Nadu,Vadamadurai,10.44081,78.09784
IN.09,Gujarat,Vadāli,23.94232,73.03784
IN.25,Tamil Nadu,Vadakku Valliyūr,8.38286,77.61221
IN.13,Kerala,Vadakāncheri,10.66039,76.24656
IN.16,Maharashtra,Vāda,19.65347,73.14811
IN.25,Tamil Nadu,Ūttukkuli,11.16892,77.45431
IN.25,Tamil Nadu,Uthukkottai,13.33551,79.89
IN.25,Tamil Nadu,Uttiramerūr,12.61433,79.75748
IN.39,Uttarakhand,Uttarkāshi,30.72986,78.44342
IN.25,Tamil Nadu,Ūttangarai,12.26713,78.53783
IN.25,Tamil Nadu,Uttamapālaiyam,9.80701,77.32718
IN.36,Uttar Pradesh,Utraula,27.31933,82.41872
IN.09,Gujarat,Utrān,21.23333,72.86667
IN.40,Telangana,Utnūr,19.36798,78.77608
IN.37,Chhattisgarh,Utai,21.11667,81.38333
IN.25,Tamil Nadu,Usilampatti,9.96936,77.78621
IN.33,Goa,Usgao,15.43333,74.06667
IN.36,Uttar Pradesh,Usehat,27.79796,79.23763
IN.16,Maharashtra,Urun-Islāmpur,17.05,74.26667
IN.23,Punjab,Urmar,31.68137,75.63549
IN.12,Jammu and Kashmir,Uri,34.086,74.032
IN.02,Andhra Pradesh,Uravakonda,14.94348,77.25494
IN.16,Maharashtra,Uran,18.87813,72.93924
IN.13,Kerala,Urakam,10.43333,76.21667
IN.19,Karnataka,Uppinangadi,12.83641,75.24612
IN.25,Tamil Nadu,Uppiliyapuram,11.26356,78.5139
IN.13,Kerala,Uppala,12.68436,74.90068
IN.09,Gujarat,Upleta,21.74015,70.28256
IN.40,Telangana,Uppal Kalan,17.40577,78.55911
IN.36,Uttar Pradesh,Unnāo,26.54706,80.48781
IN.09,Gujarat,Unjha,23.80366,72.39101
IN.24,Rajasthan,Uniāra,26.15336,75.21523
IN.24,Rajasthan,Uniāra,25.91502,76.026
IN.35,Madhya Pradesh,Unhel,23.33794,75.55931
IN.35,Madhya Pradesh,Unchahra,24.38251,80.78088
IN.16,Maharashtra,Unchagao,16.69746,74.27325
IN.11,Himachal Pradesh,Una,31.46493,76.26914
IN.09,Gujarat,Una,20.82318,71.03795
IN.36,Uttar Pradesh,Ūn,29.58479,77.2554
IN.09,Gujarat,Un,23.88745,71.76975
IN.18,Meghalaya,Umsning,25.73647,91.88804
IN.35,Madhya Pradesh,Umri,26.51056,78.93667
IN.16,Maharashtra,Umri,19.0391,77.64539
IN.09,Gujarat,Umreth,22.69881,73.11561
IN.16,Maharashtra,Umred,20.85396,79.32466
IN.09,Gujarat,Umrāla,21.84353,71.80305
IN.37,Chhattisgarh,Umarkot,19.66529,82.20629
IN.16,Maharashtra,Umarkhed,19.60144,77.68878
IN.35,Madhya Pradesh,Umaria,23.52473,80.83716
IN.09,Gujarat,Umargām,20.19718,72.75035
IN.16,Maharashtra,Umarga,17.83841,76.62331
IN.28,West Bengal,Uluberiya,22.4756,88.09898
IN.19,Karnataka,Ullal,12.80569,74.86058
IN.16,Maharashtra,Ulhasnagar,19.21667,73.15
IN.35,Madhya Pradesh,Ukwā,21.97102,80.46625
IN.10,Haryana,Uklāna,29.51124,75.87823
IN.17,Manipur,Ukhrul,25.11957,94.36417
IN.35,Madhya Pradesh,Ujjain,23.18239,75.77643
IN.36,Uttar Pradesh,Ujhāni,28.00311,79.00821
IN.36,Uttar Pradesh,Ugu,26.79681,80.32093
IN.25,Tamil Nadu,Udumalaippettai,10.58806,77.24779
IN.24,Rajasthan,Udpura,24.73355,75.97514
IN.19,Karnataka,Udiyāvara,13.30247,74.73869
IN.19,Karnataka,Udupi,13.33467,74.74617
IN.12,Jammu and Kashmir,Udhampur,32.92431,75.13573
IN.16,Maharashtra,Udgīr,18.39258,77.11756
IN.25,Tamil Nadu,Udangudi,8.42918,78.02968
IN.03,Assam,Udalguri,26.75367,92.10215
IN.21,Odisha,Udala,21.57811,86.56676
IN.25,Tamil Nadu,Udaiyārpālaiyam,11.18733,79.29331
IN.35,Madhya Pradesh,Udaipura,23.07434,78.51108
IN.24,Rajasthan,Udaipur,27.72297,75.47178
IN.24,Rajasthan,Udaipur,24.58584,73.71346
IN.26,Tripura,Udaipur,23.53333,91.48333
IN.21,Odisha,Udayagiri,20.12416,84.36869
IN.25,Tamil Nadu,Ooty,11.4134,76.69521
IN.10,Haryana,Bara Uchāna,29.46747,76.17798
IN.35,Madhya Pradesh,Ubaidullāhganj,22.99834,77.58621
IN.25,Tamil Nadu,Tyāgadurgam,11.74114,79.07698
IN.21,Odisha,Tushara,20.48963,83.48399
IN.19,Karnataka,Turuvekere,13.16374,76.66641
IN.25,Tamil Nadu,Turaiyūr,11.14968,78.5987
IN.18,Meghalaya,Tura,25.51421,90.20239
IN.02,Andhra Pradesh,Tuni,17.35905,82.54607
IN.36,Uttar Pradesh,Tūndla,27.2146,78.23683
IN.16,Maharashtra,Tumsar,21.38333,79.73333
IN.19,Karnataka,Tumkūr,13.34136,77.1022
IN.37,Chhattisgarh,Tumgaon,21.19124,82.12296
IN.36,Uttar Pradesh,Tulsīpur,27.5337,82.41653
IN.16,Maharashtra,Tuljāpur,18.00804,76.07011
IN.28,West Bengal,Tufānganj,26.31688,89.66549
IN.20,Nagaland,Tuensang,26.26704,94.82415
IN.25,Tamil Nadu,Tudiyalūr,11.08159,76.94464
IN.12,Jammu and Kashmir,Tsrār Sharīf,33.86319,74.76524
IN.20,Nagaland,Tseminyu,25.92474,94.21615
IN.13,Kerala,Thiruvananthapuram,8.4855,76.94924
IN.13,Kerala,Trittāla,10.80303,76.12885
IN.13,Kerala,Tripunittura,9.94283,76.33331
IN.16,Maharashtra,Trimbak,19.93268,73.52907
IN.13,Kerala,Thrissur,10.51667,76.21667
IN.12,Jammu and Kashmir,Trāl,33.92708,75.11585
IN.38,Jharkhand,Toto,23.13336,84.52796
IN.10,Haryana,Toshām,28.86993,75.9165
IN.38,Jharkhand,Torpa,22.93605,85.08892
IN.36,Uttar Pradesh,Tori-Fatehpur,25.45505,79.11428
IN.38,Jharkhand,Topchānchi,23.90381,86.19792
IN.35,Madhya Pradesh,Tonk Khurd,23.09831,76.21552
IN.24,Rajasthan,Tonk,26.16638,75.78824
IN.25,Tamil Nadu,Tondi,9.74173,79.01774
IN.10,Haryana,Tohāna,29.71332,75.90441
IN.24,Rajasthan,Todaraisingh,26.02401,75.48182
IN.24,Rajasthan,Todabhim,26.91667,76.81667
IN.25,Tamil Nadu,Tittagudi,11.40717,79.12216
IN.25,Tamil Nadu,Tittachcheri,10.86738,79.78932
IN.36,Uttar Pradesh,Titron,29.66824,77.32391
IN.21,Odisha,Titlāgarh,20.28961,83.15233
IN.28,West Bengal,Titāgarh,22.74252,88.37326
IN.03,Assam,Titābar,26.6014,94.20386
IN.25,Tamil Nadu,Tisaiyanvilai,8.33702,77.86776
IN.25,Tamil Nadu,Tiruvottiyūr,13.15823,80.30181
IN.25,Tamil Nadu,Thiruvidaimaruthur,10.99857,79.45227
IN.25,Tamil Nadu,Cheyyar,12.66052,79.54308
IN.25,Tamil Nadu,Tiruvennanallūr,11.85892,79.36645
IN.25,Tamil Nadu,Tiruvengadam,9.25859,77.6748
IN.25,Tamil Nadu,Tiruvannamalai,12.22662,79.07461
IN.25,Tamil Nadu,Tiruvankod,8.24521,77.301
IN.25,Tamil Nadu,Tiruvallur,13.14376,79.90889
IN.25,Tamil Nadu,Tiruvalam,12.98247,79.26612
IN.13,Kerala,Tiruvalla,9.3816,76.57489
IN.25,Tamil Nadu,Thiruthuraipoondi,10.52819,79.63268
IN.25,Tamil Nadu,Thiruthani,13.17594,79.61637
IN.25,Tamil Nadu,Tiruttangal,9.48333,77.83333
IN.13,Kerala,Tirūrangādi,11.04316,75.92337
IN.13,Kerala,Tirur,10.91368,75.92118
IN.25,Tamil Nadu,Tiruppuvanam,9.82564,78.25795
IN.25,Tamil Nadu,Tiruppur,11.11541,77.35456
IN.25,Tamil Nadu,Tirupporūr,12.7259,80.18954
IN.25,Tamil Nadu,Tirupattur,12.49239,78.56804
IN.25,Tamil Nadu,Tirupparangunram,9.88151,78.07306
IN.25,Tamil Nadu,Tirupananthal,11.09233,79.45252
IN.25,Tamil Nadu,Tiruppālaikudi,9.54606,78.91721
IN.02,Andhra Pradesh,Tirupati,13.63551,79.41989
IN.25,Tamil Nadu,Tirunelveli,8.72742,77.6838
IN.25,Tamil Nadu,Tirumullaivāsal,11.23996,79.83705
IN.25,Tamil Nadu,Tirumangalam,9.82307,77.98381
IN.02,Andhra Pradesh,Tirumala,13.68333,79.35
IN.19,Karnataka,Tirumakūdal Narsipur,12.21207,76.9018
IN.25,Tamil Nadu,Tirukurangudi,8.43646,77.56569
IN.25,Tamil Nadu,Tirukkoyilur,11.9662,79.20259
IN.25,Tamil Nadu,Thirukattupalli,10.84431,78.95647
IN.25,Tamil Nadu,Tirukkalikkunram,12.60799,80.0555
IN.25,Tamil Nadu,Tiruchengode,11.38016,77.89444
IN.25,Tamil Nadu,Tiruchirappalli,10.8155,78.69651
IN.25,Tamil Nadu,Tiruchchendur,8.49725,78.11906
IN.19,Karnataka,Tīrthahalli,13.68835,75.24548
IN.35,Madhya Pradesh,Tirodi,21.68522,79.71906
IN.10,Haryana,Tirāwari,29.80147,76.92825
IN.11,Himachal Pradesh,Tīra Sujānpur,31.83364,76.50539
IN.19,Karnataka,Tiptūr,13.2563,76.47768
IN.03,Assam,Tinsukia,27.48905,95.35992
IN.38,Jharkhand,Tinpahār,24.98333,87.73333
IN.25,Tamil Nadu,Tinnanūr,13.11448,80.02713
IN.36,Uttar Pradesh,Tindwāri,25.61739,80.52718
IN.25,Tamil Nadu,Tindivanam,12.234,79.65551
IN.35,Madhya Pradesh,Timurni,22.37115,77.2274
IN.36,Uttar Pradesh,Tilhar,27.96282,79.73827
IN.36,Uttar Pradesh,Tīkri,29.2291,77.35479
IN.13,Kerala,Tikkotti,11.48333,75.61667
IN.35,Madhya Pradesh,Tīkamgarh,24.74327,78.83061
IN.36,Uttar Pradesh,Tikaitnagar,26.94612,81.56583
IN.24,Rajasthan,Tijāra,27.93411,76.85541
IN.17,Manipur,Thoubāl,24.63881,93.99639
IN.25,Tamil Nadu,Thiruvarur,10.77269,79.6368
IN.25,Tamil Nadu,Thiruvaiyaru,10.88405,79.10362
IN.11,Himachal Pradesh,Theog,31.12155,77.35838
IN.31,Mizoram,Thenzawl,23.31667,92.75
IN.09,Gujarat,Thāsra,22.79831,73.21174
IN.09,Gujarat,Tharād,24.39597,71.62577
IN.09,Gujarat,Thara,23.97345,71.81922
IN.13,Kerala,Thanniyam,10.41667,76.13333
IN.12,Jammu and Kashmir,Thanna Mandi,33.54204,74.381
IN.25,Tamil Nadu,Thanjavur,10.78523,79.13909
IN.10,Haryana,Thānesar,29.97323,76.83214
IN.16,Maharashtra,Thāne,19.19704,72.96355
IN.35,Madhya Pradesh,Thandla,23.00959,74.57747
IN.36,Uttar Pradesh,Thāna Bhawan,29.58605,77.41811
IN.09,Gujarat,Thān,22.57422,71.19942
IN.24,Rajasthan,Tālera,25.31575,75.73276
IN.34,Bihar,Thākurganj,26.42742,88.13112
IN.36,Uttar Pradesh,Thakurdwara,29.19203,78.86145
IN.30,Arunachal Pradesh,Tezu,27.91256,96.12882
IN.03,Assam,Tezpur,26.63333,92.8
IN.25,Tamil Nadu,Tevāram,9.89666,77.28092
IN.19,Karnataka,Terdāl,16.49379,75.04667
IN.35,Madhya Pradesh,Teonthar,24.98207,81.64194
IN.03,Assam,Teok,26.83197,94.41651
IN.38,Jharkhand,Tenu,23.72573,85.84614
IN.25,Tamil Nadu,Thenkasi,8.96003,77.31525
IN.25,Tamil Nadu,Teni,10.01115,77.47772
IN.35,Madhya Pradesh,Tendūkheda,23.3962,79.53947
IN.02,Andhra Pradesh,Thenali,16.24253,80.63982
IN.13,Kerala,Tellicherry,11.74811,75.4929
IN.16,Maharashtra,Telhāra,21.02694,76.83889
IN.02,Andhra Pradesh,Tekkali,18.6057,84.23546
IN.19,Karnataka,Tekkalakote,15.53444,76.87703
IN.34,Bihar,Tekāri,24.94253,84.84265
IN.35,Madhya Pradesh,Tekanpur,25.99401,78.28322
IN.39,Uttarakhand,Tehri,30.39086,78.4803
IN.34,Bihar,Teghra,25.49043,85.94001
IN.30,Arunachal Pradesh,Tawang Town,27.57417,91.795
IN.25,Tamil Nadu,Tāttayyangārpettai,11.12417,78.44916
IN.16,Maharashtra,Tāsgaon,17.037,74.60171
IN.23,Punjab,Tarn Taran,31.45191,74.92777
IN.19,Karnataka,Tarikere,13.70954,75.81382
IN.34,Bihar,Tārāpur,25.09067,86.66197
IN.16,Maharashtra,Tārāpur,19.86499,72.68426
IN.25,Tamil Nadu,Tharangambadi,11.02764,79.85425
IN.24,Rajasthan,Tārānagar,28.6686,75.03207
IN.35,Madhya Pradesh,Tarāna,23.33383,76.04253
IN.25,Tamil Nadu,Tāramangalam,11.69403,77.97035
IN.28,West Bengal,Tarakeswar,22.88605,88.01363
IN.21,Odisha,Tarabha,20.73252,83.67443
IN.24,Rajasthan,Tapukrāh,28.11072,76.8327
IN.10,Haryana,Tāoru,28.21173,76.94984
IN.02,Andhra Pradesh,Tanuku,16.75438,81.68143
IN.09,Gujarat,Tankāra,22.65622,70.74945
IN.21,Odisha,Tāngi,19.93333,85.4
IN.12,Jammu and Kashmir,Tangdhār,34.3979,73.85984
IN.40,Telangana,Tandur,17.24849,77.57698
IN.36,Uttar Pradesh,Tānda,28.97621,78.94187
IN.36,Uttar Pradesh,Tāndā,26.54953,82.65841
IN.39,Uttarakhand,Tanakpur,29.074,80.11139
IN.25,Tamil Nadu,Tammampatti,11.44126,78.4887
IN.28,West Bengal,Tamlūk,22.30083,87.92593
IN.17,Manipur,Tamenglong,25.0164,93.48545
IN.25,Tamil Nadu,Tambaram,12.9246,80.12707
IN.23,Punjab,Talwāra,31.9376,75.88657
IN.23,Punjab,Talwandi Sābo,29.98379,75.08203
IN.23,Punjab,Talwandi Bhai,30.85584,74.92979
IN.16,Maharashtra,Taloje,19.08555,73.09837
IN.16,Maharashtra,Taloda,21.56128,74.21238
IN.16,Maharashtra,Talni,19.88176,76.47322
IN.13,Kerala,Taliparamba,12.04161,75.35927
IN.19,Karnataka,Tālīkota,16.47311,76.31085
IN.36,Uttar Pradesh,Tālgrām,27.04753,79.64811
IN.35,Madhya Pradesh,Talen,23.56949,76.72821
IN.33,Goa,Taleigao,15.46915,73.83285
IN.16,Maharashtra,Talegaon Dābhāde,18.73502,73.67561
IN.21,Odisha,Tālcher,20.94927,85.23354
IN.36,Uttar Pradesh,Tālbahat,25.04357,78.43441
IN.13,Kerala,Talakkād,10.88459,75.93091
IN.09,Gujarat,Talāja,21.3527,72.03524
IN.25,Tamil Nadu,Talaināyar Agrahāram,10.5614,79.77229
IN.35,Madhya Pradesh,Tāl,23.71979,75.38514
IN.25,Tamil Nadu,Takkolam,13.01643,79.73252
IN.28,West Bengal,Tāki,22.58867,88.93253
IN.37,Chhattisgarh,Takhatpur,22.12915,81.86959
IN.24,Rajasthan,Takhatgarh,25.32235,73.00487
IN.16,Maharashtra,Tākalghāt,20.91521,78.94694
IN.36,Uttar Pradesh,Tājpur,29.16242,78.48458
IN.30,Arunachal Pradesh,Taipi Duidam,27.29117,96.04367
IN.02,Andhra Pradesh,Tadpatri,14.90832,78.01031
IN.02,Andhra Pradesh,Tadepalligudem,16.81467,81.52717
IN.02,Andhra Pradesh,Tādepalle,16.48333,80.6
IN.16,Maharashtra,Tādāli,20.03061,79.19443
IN.25,Tamil Nadu,Swāmimalai,10.95747,79.32931
IN.35,Madhya Pradesh,Suwāsra,24.06983,75.65232
IN.09,Gujarat,Sutrāpāra,20.84352,70.48318
IN.35,Madhya Pradesh,Suthālia,23.99552,77.13953
IN.35,Madhya Pradesh,Susner,23.94667,76.08825
IN.40,Telangana,Suriāpet,17.14054,79.62045
IN.36,Uttar Pradesh,Suriānwān,25.46387,82.41922
IN.16,Maharashtra,Surgāna,20.55956,73.63747
IN.09,Gujarat,Surendranagar,22.72706,71.64856
IN.24,Rajasthan,Suratgarh,29.3215,73.89979
IN.09,Gujarat,Surat,21.19594,72.83023
IN.25,Tamil Nadu,Sūrandai,8.97574,77.41923
IN.37,Chhattisgarh,Surajpur,23.21347,82.86836
IN.24,Rajasthan,Sūrajgarh,28.31005,75.73271
IN.34,Bihar,Supaul,26.11527,86.59509
IN.19,Karnataka,Suntikoppa,12.45594,75.8297
IN.24,Rajasthan,Sunel,24.37065,75.95708
IN.11,Himachal Pradesh,Sundarnagar,31.53523,76.905
IN.21,Odisha,Sundergarh,22.11667,84.03333
IN.25,Tamil Nadu,Sundarapāndiyanpattanam,9.84139,79.09836
IN.23,Punjab,Sunām,30.12883,75.79943
IN.21,Odisha,Sunākhala,20.16677,85.33227
IN.12,Jammu and Kashmir,Sumbal,34.23072,74.6472
IN.19,Karnataka,Sullya,12.561,75.38741
IN.02,Andhra Pradesh,Sūlūru,13.7,80.01667
IN.25,Tamil Nadu,Sulur,11.02427,77.12565
IN.23,Punjab,Sultanpur,31.21468,75.19602
IN.39,Uttarakhand,Sultānpur,29.75534,78.11034
IN.36,Uttar Pradesh,Sultānpur,26.25788,82.07269
IN.35,Madhya Pradesh,Sultānpur,23.13812,77.93404
IN.16,Maharashtra,Sultanpur,20.08695,76.5187
IN.19,Karnataka,Sūlibele,13.1844,77.80141
IN.37,Chhattisgarh,Sukma,18.39014,81.65941
IN.24,Rajasthan,Suket,24.64609,76.0417
IN.24,Rajasthan,Sūjāngarh,27.7,74.46667
IN.25,Tamil Nadu,Suchindram,8.15442,77.46704
IN.21,Odisha,Subulia,20.89586,84.16934
IN.36,Uttar Pradesh,Suār,29.02841,79.05654
IN.25,Tamil Nadu,Srivilliputhur,9.51272,77.63369
IN.16,Maharashtra,Srīvardhan,18.04592,73.01552
IN.25,Tamil Nadu,Srivaikuntam,8.62931,77.91281
IN.02,Andhra Pradesh,Srīsailain,16.07217,78.86816
IN.40,Telangana,Srīrāmnagar,17.26652,78.25544
IN.25,Tamil Nadu,Srīperumbūdūr,12.96763,79.94197
IN.19,Karnataka,Srīnivāspur,13.33914,78.21175
IN.19,Karnataka,Sringeri,13.41698,75.25271
IN.12,Jammu and Kashmir,Srinagar,34.08565,74.80555
IN.39,Uttarakhand,Srīnagar,30.22243,78.78341
IN.25,Tamil Nadu,Srīmushnam,11.40118,79.40384
IN.24,Rajasthan,Sri Mādhopur,27.46599,75.59736
IN.24,Rajasthan,Karanpur,29.84042,73.45519
IN.02,Andhra Pradesh,Srikakulam,18.2989,83.89751
IN.23,Punjab,Srīgobindpur,31.68945,75.47751
IN.24,Rajasthan,Sri Dūngargarh,28.09617,74.00868
IN.16,Maharashtra,Soygaon,20.59606,75.61765
IN.36,Uttar Pradesh,Soron,27.89055,78.74621
IN.21,Odisha,Soro,21.27851,86.68833
IN.03,Assam,Sorbhog,26.48612,90.8859
IN.21,Odisha,Sorala,19.13084,84.75089
IN.21,Odisha,Sorada,19.76082,84.42997
IN.19,Karnataka,Sorab,14.38144,75.09183
IN.12,Jammu and Kashmir,Sopur,34.28671,74.47228
IN.35,Madhya Pradesh,Sonkach,22.97166,76.34667
IN.10,Haryana,Sonīpat,28.99478,77.01937
IN.09,Gujarat,Songadh,21.16966,73.56357
IN.21,Odisha,Sonepur,20.83333,83.91667
IN.16,Maharashtra,Sonpet,19.02594,76.47394
IN.16,Maharashtra,Sonegaon,20.62915,78.69207
IN.28,West Bengal,Rajpur Sonarpur,22.4382,88.43205
IN.03,Assam,Sonāri,27.02462,95.01629
